@relation 'R_data_frame-weka.filters.unsupervised.attribute.Remove-R4,6-8,10,12,14'

@attribute team_a {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute team_b {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute spieltag numeric
@attribute saison_weight numeric
@attribute sun_a {S,U,N}
@attribute place_a numeric
@attribute place_b numeric
@attribute wins_pro_a numeric
@attribute points_pro_a numeric
@attribute wins_pro_b numeric
@attribute points_pro_b numeric
@attribute hg_01 numeric

@data
'VfL Bochum','Karlsruher SC',1,9,N,14,17,0.205882,0.313725,0.235294,0.284314,2
'1. FC Koln','VfL Wolfsburg',1,9,N,12,1,0.323529,0.382353,0.617647,0.676471,2
'Hannover 96','FC Schalke 04',1,9,N,11,8,0.294118,0.392157,0.411765,0.490196,2
'1899 Hoffenheim','FC Energie Cottbus',1,9,S,7,16,0.441176,0.539216,0.235294,0.294118,2
'SV Werder Bremen','DSC Arminia Bielefeld',1,9,U,10,18,0.352941,0.441176,0.117647,0.27451,2
'Borussia Dortmund','Bayer 04 Leverkusen',1,9,S,6,9,0.441176,0.578431,0.411765,0.480392,2
'Hertha BSC Berlin','Eintracht Frankfurt',1,9,S,4,13,0.558824,0.617647,0.235294,0.323529,2
'VfB Stuttgart','Borussia Monchengladbach',1,9,S,3,15,0.558824,0.627451,0.235294,0.303922,2
'Hannover 96','FC Energie Cottbus',2,9,U,11,16,0.294118,0.392157,0.235294,0.294118,1
'SV Werder Bremen','FC Schalke 04',2,9,U,10,8,0.352941,0.441176,0.411765,0.490196,1
'VfB Stuttgart','Bayer 04 Leverkusen',2,9,N,3,9,0.558824,0.627451,0.411765,0.480392,1
'Hamburger SV','Karlsruher SC',2,9,S,5,17,0.558824,0.598039,0.235294,0.284314,1
'Borussia Dortmund','FC Bayern Munchen',2,9,U,6,2,0.441176,0.578431,0.588235,0.656863,1
'Hertha BSC Berlin','DSC Arminia Bielefeld',2,9,U,4,18,0.558824,0.617647,0.117647,0.27451,1
'1899 Hoffenheim','Borussia Monchengladbach',2,9,S,7,15,0.441176,0.539216,0.235294,0.303922,1
'VfL Bochum','VfL Wolfsburg',2,9,U,14,1,0.205882,0.313725,0.617647,0.676471,1
'1. FC Koln','Eintracht Frankfurt',2,9,U,12,13,0.323529,0.382353,0.235294,0.323529,1
'FC Energie Cottbus','Hannover 96',2,9,U,16,11,0.235294,0.294118,0.294118,0.392157,2
'FC Schalke 04','SV Werder Bremen',2,9,U,8,10,0.411765,0.490196,0.352941,0.441176,2
'Bayer 04 Leverkusen','VfB Stuttgart',2,9,S,9,3,0.411765,0.480392,0.558824,0.627451,2
'Karlsruher SC','Hamburger SV',2,9,N,17,5,0.235294,0.284314,0.558824,0.598039,2
'FC Bayern Munchen','Borussia Dortmund',2,9,U,2,6,0.588235,0.656863,0.441176,0.578431,2
'DSC Arminia Bielefeld','Hertha BSC Berlin',2,9,U,18,4,0.117647,0.27451,0.558824,0.617647,2
'Borussia Monchengladbach','1899 Hoffenheim',2,9,N,15,7,0.235294,0.303922,0.441176,0.539216,2
'VfL Wolfsburg','VfL Bochum',2,9,U,1,14,0.617647,0.676471,0.205882,0.313725,2
'Eintracht Frankfurt','1. FC Koln',2,9,U,13,12,0.235294,0.323529,0.323529,0.382353,2
'Karlsruher SC','1. FC Koln',3,9,N,17,12,0.235294,0.284314,0.323529,0.382353,1
'Bayer 04 Leverkusen','1899 Hoffenheim',3,9,S,9,7,0.411765,0.480392,0.441176,0.539216,1
'Borussia Monchengladbach','SV Werder Bremen',3,9,S,15,10,0.235294,0.303922,0.352941,0.441176,1
'DSC Arminia Bielefeld','Hamburger SV',3,9,N,18,5,0.117647,0.27451,0.558824,0.598039,1
'VfL Wolfsburg','Eintracht Frankfurt',3,9,U,1,13,0.617647,0.676471,0.235294,0.323529,1
'FC Energie Cottbus','Borussia Dortmund',3,9,N,16,6,0.235294,0.294118,0.441176,0.578431,1
'FC Schalke 04','VfL Bochum',3,9,S,8,14,0.411765,0.490196,0.205882,0.313725,1
'VfB Stuttgart','Hannover 96',3,9,S,3,11,0.558824,0.627451,0.294118,0.392157,1
'FC Bayern Munchen','Hertha BSC Berlin',3,9,S,2,4,0.588235,0.656863,0.558824,0.617647,1
'1. FC Koln','Karlsruher SC',3,9,S,12,17,0.323529,0.382353,0.235294,0.284314,2
'1899 Hoffenheim','Bayer 04 Leverkusen',3,9,N,7,9,0.441176,0.539216,0.411765,0.480392,2
'SV Werder Bremen','Borussia Monchengladbach',3,9,N,10,15,0.352941,0.441176,0.235294,0.303922,2
'Hamburger SV','DSC Arminia Bielefeld',3,9,S,5,18,0.558824,0.598039,0.117647,0.27451,2
'Eintracht Frankfurt','VfL Wolfsburg',3,9,U,13,1,0.235294,0.323529,0.617647,0.676471,2
'Borussia Dortmund','FC Energie Cottbus',3,9,S,6,16,0.441176,0.578431,0.235294,0.294118,2
'VfL Bochum','FC Schalke 04',3,9,N,14,8,0.205882,0.313725,0.411765,0.490196,2
'Hannover 96','VfB Stuttgart',3,9,N,11,3,0.294118,0.392157,0.558824,0.627451,2
'Hertha BSC Berlin','FC Bayern Munchen',3,9,N,4,2,0.558824,0.617647,0.588235,0.656863,2
'SV Werder Bremen','FC Energie Cottbus',4,9,S,10,16,0.352941,0.441176,0.235294,0.294118,1
'Hertha BSC Berlin','VfL Wolfsburg',4,9,U,4,1,0.558824,0.617647,0.617647,0.676471,1
'Hamburger SV','Bayer 04 Leverkusen',4,9,S,5,9,0.558824,0.598039,0.411765,0.480392,1
'Borussia Dortmund','FC Schalke 04',4,9,U,6,8,0.441176,0.578431,0.411765,0.490196,1
'1899 Hoffenheim','VfB Stuttgart',4,9,U,7,3,0.441176,0.539216,0.558824,0.627451,1
'1. FC Koln','FC Bayern Munchen',4,9,N,12,2,0.323529,0.382353,0.588235,0.656863,1
'Hannover 96','Borussia Monchengladbach',4,9,S,11,15,0.294118,0.392157,0.235294,0.303922,1
'VfL Bochum','DSC Arminia Bielefeld',4,9,S,14,18,0.205882,0.313725,0.117647,0.27451,1
'Eintracht Frankfurt','Karlsruher SC',4,9,S,13,17,0.235294,0.323529,0.235294,0.284314,1
'FC Energie Cottbus','SV Werder Bremen',4,9,N,16,10,0.235294,0.294118,0.352941,0.441176,2
'VfL Wolfsburg','Hertha BSC Berlin',4,9,U,1,4,0.617647,0.676471,0.558824,0.617647,2
'Bayer 04 Leverkusen','Hamburger SV',4,9,N,9,5,0.411765,0.480392,0.558824,0.598039,2
'FC Schalke 04','Borussia Dortmund',4,9,U,8,6,0.411765,0.490196,0.441176,0.578431,2
'VfB Stuttgart','1899 Hoffenheim',4,9,U,3,7,0.558824,0.627451,0.441176,0.539216,2
'FC Bayern Munchen','1. FC Koln',4,9,S,2,12,0.588235,0.656863,0.323529,0.382353,2
'Borussia Monchengladbach','Hannover 96',4,9,N,15,11,0.235294,0.303922,0.294118,0.392157,2
'DSC Arminia Bielefeld','VfL Bochum',4,9,N,18,14,0.117647,0.27451,0.205882,0.313725,2
'Karlsruher SC','Eintracht Frankfurt',4,9,N,17,13,0.235294,0.284314,0.235294,0.323529,2
'Bayer 04 Leverkusen','Hannover 96',5,9,S,9,11,0.411765,0.480392,0.294118,0.392157,1
'DSC Arminia Bielefeld','1. FC Koln',5,9,S,18,12,0.117647,0.27451,0.323529,0.382353,1
'FC Bayern Munchen','SV Werder Bremen',5,9,N,2,10,0.588235,0.656863,0.352941,0.441176,1
'FC Energie Cottbus','VfL Bochum',5,9,U,16,14,0.235294,0.294118,0.205882,0.313725,1
'FC Schalke 04','Eintracht Frankfurt',5,9,S,8,13,0.411765,0.490196,0.235294,0.323529,1
'Borussia Monchengladbach','Hertha BSC Berlin',5,9,N,15,4,0.235294,0.303922,0.558824,0.617647,1
'VfB Stuttgart','Karlsruher SC',5,9,S,3,17,0.558824,0.627451,0.235294,0.284314,1
'VfL Wolfsburg','Hamburger SV',5,9,S,1,5,0.617647,0.676471,0.558824,0.598039,1
'1899 Hoffenheim','Borussia Dortmund',5,9,S,7,6,0.441176,0.539216,0.441176,0.578431,1
'Hannover 96','Bayer 04 Leverkusen',5,9,N,11,9,0.294118,0.392157,0.411765,0.480392,2
'1. FC Koln','DSC Arminia Bielefeld',5,9,N,12,18,0.323529,0.382353,0.117647,0.27451,2
'SV Werder Bremen','FC Bayern Munchen',5,9,S,10,2,0.352941,0.441176,0.588235,0.656863,2
'VfL Bochum','FC Energie Cottbus',5,9,U,14,16,0.205882,0.313725,0.235294,0.294118,2
'Eintracht Frankfurt','FC Schalke 04',5,9,N,13,8,0.235294,0.323529,0.411765,0.490196,2
'Hertha BSC Berlin','Borussia Monchengladbach',5,9,S,4,15,0.558824,0.617647,0.235294,0.303922,2
'Karlsruher SC','VfB Stuttgart',5,9,N,17,3,0.235294,0.284314,0.558824,0.627451,2
'Hamburger SV','VfL Wolfsburg',5,9,N,5,1,0.558824,0.598039,0.617647,0.676471,2
'Borussia Dortmund','1899 Hoffenheim',5,9,N,6,7,0.441176,0.578431,0.441176,0.539216,2
'1. FC Koln','FC Schalke 04',6,9,S,12,8,0.323529,0.382353,0.411765,0.490196,1
'Hertha BSC Berlin','FC Energie Cottbus',6,9,N,4,16,0.558824,0.617647,0.235294,0.294118,1
'Borussia Dortmund','VfB Stuttgart',6,9,S,6,3,0.441176,0.578431,0.558824,0.627451,1
'SV Werder Bremen','1899 Hoffenheim',6,9,S,10,7,0.352941,0.441176,0.441176,0.539216,1
'Hamburger SV','Borussia Monchengladbach',6,9,S,5,15,0.558824,0.598039,0.235294,0.303922,1
'Hannover 96','FC Bayern Munchen',6,9,S,11,2,0.294118,0.392157,0.588235,0.656863,1
'VfL Bochum','Bayer 04 Leverkusen',6,9,N,14,9,0.205882,0.313725,0.411765,0.480392,1
'Karlsruher SC','VfL Wolfsburg',6,9,S,17,1,0.235294,0.284314,0.617647,0.676471,1
'Eintracht Frankfurt','DSC Arminia Bielefeld',6,9,U,13,18,0.235294,0.323529,0.117647,0.27451,1
'FC Schalke 04','1. FC Koln',6,9,N,8,12,0.411765,0.490196,0.323529,0.382353,2
'FC Energie Cottbus','Hertha BSC Berlin',6,9,S,16,4,0.235294,0.294118,0.558824,0.617647,2
'VfB Stuttgart','Borussia Dortmund',6,9,N,3,6,0.558824,0.627451,0.441176,0.578431,2
'1899 Hoffenheim','SV Werder Bremen',6,9,N,7,10,0.441176,0.539216,0.352941,0.441176,2
'Borussia Monchengladbach','Hamburger SV',6,9,N,15,5,0.235294,0.303922,0.558824,0.598039,2
'FC Bayern Munchen','Hannover 96',6,9,N,2,11,0.588235,0.656863,0.294118,0.392157,2
'Bayer 04 Leverkusen','VfL Bochum',6,9,S,9,14,0.411765,0.480392,0.205882,0.313725,2
'VfL Wolfsburg','Karlsruher SC',6,9,N,1,17,0.617647,0.676471,0.235294,0.284314,2
'DSC Arminia Bielefeld','Eintracht Frankfurt',6,9,U,18,13,0.117647,0.27451,0.235294,0.323529,2
'DSC Arminia Bielefeld','Karlsruher SC',7,9,N,18,17,0.117647,0.27451,0.235294,0.284314,1
'VfB Stuttgart','SV Werder Bremen',7,9,S,3,10,0.558824,0.627451,0.352941,0.441176,1
'FC Bayern Munchen','VfL Bochum',7,9,U,2,14,0.588235,0.656863,0.205882,0.313725,1
'Borussia Monchengladbach','1. FC Koln',7,9,N,15,12,0.235294,0.303922,0.323529,0.382353,1
'Bayer 04 Leverkusen','Hertha BSC Berlin',7,9,N,9,4,0.411765,0.480392,0.558824,0.617647,1
'1899 Hoffenheim','Eintracht Frankfurt',7,9,S,7,13,0.441176,0.539216,0.235294,0.323529,1
'Borussia Dortmund','Hannover 96',7,9,U,6,11,0.441176,0.578431,0.294118,0.392157,1
'FC Energie Cottbus','Hamburger SV',7,9,N,16,5,0.235294,0.294118,0.558824,0.598039,1
'FC Schalke 04','VfL Wolfsburg',7,9,U,8,1,0.411765,0.490196,0.617647,0.676471,1
'Karlsruher SC','DSC Arminia Bielefeld',7,9,S,17,18,0.235294,0.284314,0.117647,0.27451,2
'SV Werder Bremen','VfB Stuttgart',7,9,N,10,3,0.352941,0.441176,0.558824,0.627451,2
'VfL Bochum','FC Bayern Munchen',7,9,U,14,2,0.205882,0.313725,0.588235,0.656863,2
'1. FC Koln','Borussia Monchengladbach',7,9,S,12,15,0.323529,0.382353,0.235294,0.303922,2
'Hertha BSC Berlin','Bayer 04 Leverkusen',7,9,S,4,9,0.558824,0.617647,0.411765,0.480392,2
'Eintracht Frankfurt','1899 Hoffenheim',7,9,N,13,7,0.235294,0.323529,0.441176,0.539216,2
'Hannover 96','Borussia Dortmund',7,9,U,11,6,0.294118,0.392157,0.441176,0.578431,2
'Hamburger SV','FC Energie Cottbus',7,9,S,5,16,0.558824,0.598039,0.235294,0.294118,2
'VfL Wolfsburg','FC Schalke 04',7,9,U,1,8,0.617647,0.676471,0.411765,0.490196,2
'VfL Bochum','Borussia Monchengladbach',8,9,U,14,15,0.205882,0.313725,0.235294,0.303922,1
'SV Werder Bremen','Borussia Dortmund',8,9,U,10,6,0.352941,0.441176,0.441176,0.578431,1
'VfL Wolfsburg','DSC Arminia Bielefeld',8,9,S,1,18,0.617647,0.676471,0.117647,0.27451,1
'Karlsruher SC','FC Bayern Munchen',8,9,N,17,2,0.235294,0.284314,0.588235,0.656863,1
'Hertha BSC Berlin','VfB Stuttgart',8,9,S,4,3,0.558824,0.617647,0.558824,0.627451,1
'Hannover 96','1899 Hoffenheim',8,9,N,11,7,0.294118,0.392157,0.441176,0.539216,1
'Eintracht Frankfurt','Bayer 04 Leverkusen',8,9,N,13,9,0.235294,0.323529,0.411765,0.480392,1
'1. FC Koln','FC Energie Cottbus',8,9,S,12,16,0.323529,0.382353,0.235294,0.294118,1
'Hamburger SV','FC Schalke 04',8,9,U,5,8,0.558824,0.598039,0.411765,0.490196,1
'Borussia Monchengladbach','VfL Bochum',8,9,U,15,14,0.235294,0.303922,0.205882,0.313725,2
'Borussia Dortmund','SV Werder Bremen',8,9,U,6,10,0.441176,0.578431,0.352941,0.441176,2
'DSC Arminia Bielefeld','VfL Wolfsburg',8,9,N,18,1,0.117647,0.27451,0.617647,0.676471,2
'FC Bayern Munchen','Karlsruher SC',8,9,S,2,17,0.588235,0.656863,0.235294,0.284314,2
'VfB Stuttgart','Hertha BSC Berlin',8,9,N,3,4,0.558824,0.627451,0.558824,0.617647,2
'1899 Hoffenheim','Hannover 96',8,9,S,7,11,0.441176,0.539216,0.294118,0.392157,2
'Bayer 04 Leverkusen','Eintracht Frankfurt',8,9,S,9,13,0.411765,0.480392,0.235294,0.323529,2
'FC Energie Cottbus','1. FC Koln',8,9,N,16,12,0.235294,0.294118,0.323529,0.382353,2
'FC Schalke 04','Hamburger SV',8,9,U,8,5,0.411765,0.490196,0.558824,0.598039,2
'Bayer 04 Leverkusen','1. FC Koln',9,9,S,9,12,0.411765,0.480392,0.323529,0.382353,1
'Hannover 96','SV Werder Bremen',9,9,U,11,10,0.294118,0.392157,0.352941,0.441176,1
'Borussia Monchengladbach','Karlsruher SC',9,9,S,15,17,0.235294,0.303922,0.235294,0.284314,1
'FC Bayern Munchen','VfL Wolfsburg',9,9,S,2,1,0.588235,0.656863,0.617647,0.676471,1
'FC Energie Cottbus','Eintracht Frankfurt',9,9,N,16,13,0.235294,0.294118,0.235294,0.323529,1
'FC Schalke 04','DSC Arminia Bielefeld',9,9,U,8,18,0.411765,0.490196,0.117647,0.27451,1
'VfB Stuttgart','VfL Bochum',9,9,S,3,14,0.558824,0.627451,0.205882,0.313725,1
'Borussia Dortmund','Hertha BSC Berlin',9,9,U,6,4,0.441176,0.578431,0.558824,0.617647,1
'1899 Hoffenheim','Hamburger SV',9,9,S,7,5,0.441176,0.539216,0.558824,0.598039,1
'1. FC Koln','Bayer 04 Leverkusen',9,9,N,12,9,0.323529,0.382353,0.411765,0.480392,2
'SV Werder Bremen','Hannover 96',9,9,U,10,11,0.352941,0.441176,0.294118,0.392157,2
'Karlsruher SC','Borussia Monchengladbach',9,9,N,17,15,0.235294,0.284314,0.235294,0.303922,2
'VfL Wolfsburg','FC Bayern Munchen',9,9,N,1,2,0.617647,0.676471,0.588235,0.656863,2
'Eintracht Frankfurt','FC Energie Cottbus',9,9,S,13,16,0.235294,0.323529,0.235294,0.294118,2
'DSC Arminia Bielefeld','FC Schalke 04',9,9,U,18,8,0.117647,0.27451,0.411765,0.490196,2
'VfL Bochum','VfB Stuttgart',9,9,N,14,3,0.205882,0.313725,0.558824,0.627451,2
'Hertha BSC Berlin','Borussia Dortmund',9,9,U,4,6,0.558824,0.617647,0.441176,0.578431,2
'Hamburger SV','1899 Hoffenheim',9,9,N,5,7,0.558824,0.598039,0.441176,0.539216,2
'SV Werder Bremen','Bayer 04 Leverkusen',10,9,N,10,9,0.352941,0.441176,0.411765,0.480392,1
'DSC Arminia Bielefeld','FC Energie Cottbus',10,9,U,18,16,0.117647,0.27451,0.235294,0.294118,1
'VfL Wolfsburg','Borussia Monchengladbach',10,9,S,1,15,0.617647,0.676471,0.235294,0.303922,1
'Karlsruher SC','FC Schalke 04',10,9,N,17,8,0.235294,0.284314,0.411765,0.490196,1
'VfL Bochum','1899 Hoffenheim',10,9,N,14,7,0.205882,0.313725,0.441176,0.539216,1
'Hertha BSC Berlin','Hannover 96',10,9,S,4,11,0.558824,0.617647,0.294118,0.392157,1
'Hamburger SV','VfB Stuttgart',10,9,S,5,3,0.558824,0.598039,0.558824,0.627451,1
'Eintracht Frankfurt','FC Bayern Munchen',10,9,N,13,2,0.235294,0.323529,0.588235,0.656863,1
'1. FC Koln','Borussia Dortmund',10,9,N,12,6,0.323529,0.382353,0.441176,0.578431,1
'Bayer 04 Leverkusen','SV Werder Bremen',10,9,S,9,10,0.411765,0.480392,0.352941,0.441176,2
'FC Energie Cottbus','DSC Arminia Bielefeld',10,9,U,16,18,0.235294,0.294118,0.117647,0.27451,2
'Borussia Monchengladbach','VfL Wolfsburg',10,9,N,15,1,0.235294,0.303922,0.617647,0.676471,2
'FC Schalke 04','Karlsruher SC',10,9,S,8,17,0.411765,0.490196,0.235294,0.284314,2
'1899 Hoffenheim','VfL Bochum',10,9,S,7,14,0.441176,0.539216,0.205882,0.313725,2
'Hannover 96','Hertha BSC Berlin',10,9,N,11,4,0.294118,0.392157,0.558824,0.617647,2
'VfB Stuttgart','Hamburger SV',10,9,N,3,5,0.558824,0.627451,0.558824,0.598039,2
'FC Bayern Munchen','Eintracht Frankfurt',10,9,S,2,13,0.588235,0.656863,0.235294,0.323529,2
'Borussia Dortmund','1. FC Koln',10,9,S,6,12,0.441176,0.578431,0.323529,0.382353,2
'Bayer 04 Leverkusen','VfL Wolfsburg',11,9,S,9,1,0.411765,0.480392,0.617647,0.676471,1
'1899 Hoffenheim','Karlsruher SC',11,9,S,7,17,0.441176,0.539216,0.235294,0.284314,1
'VfB Stuttgart','1. FC Koln',11,9,N,3,12,0.558824,0.627451,0.323529,0.382353,1
'SV Werder Bremen','Hertha BSC Berlin',11,9,S,10,4,0.352941,0.441176,0.558824,0.617647,1
'FC Bayern Munchen','DSC Arminia Bielefeld',11,9,S,2,18,0.588235,0.656863,0.117647,0.27451,1
'FC Energie Cottbus','FC Schalke 04',11,9,N,16,8,0.235294,0.294118,0.411765,0.490196,1
'Hannover 96','Hamburger SV',11,9,S,11,5,0.294118,0.392157,0.558824,0.598039,1
'Borussia Dortmund','VfL Bochum',11,9,U,6,14,0.441176,0.578431,0.205882,0.313725,1
'Borussia Monchengladbach','Eintracht Frankfurt',11,9,N,15,13,0.235294,0.303922,0.235294,0.323529,1
'VfL Wolfsburg','Bayer 04 Leverkusen',11,9,N,1,9,0.617647,0.676471,0.411765,0.480392,2
'Karlsruher SC','1899 Hoffenheim',11,9,N,17,7,0.235294,0.284314,0.441176,0.539216,2
'1. FC Koln','VfB Stuttgart',11,9,S,12,3,0.323529,0.382353,0.558824,0.627451,2
'Hertha BSC Berlin','SV Werder Bremen',11,9,N,4,10,0.558824,0.617647,0.352941,0.441176,2
'DSC Arminia Bielefeld','FC Bayern Munchen',11,9,N,18,2,0.117647,0.27451,0.588235,0.656863,2
'FC Schalke 04','FC Energie Cottbus',11,9,S,8,16,0.411765,0.490196,0.235294,0.294118,2
'Hamburger SV','Hannover 96',11,9,N,5,11,0.558824,0.598039,0.294118,0.392157,2
'VfL Bochum','Borussia Dortmund',11,9,U,14,6,0.205882,0.313725,0.441176,0.578431,2
'Eintracht Frankfurt','Borussia Monchengladbach',11,9,S,13,15,0.235294,0.323529,0.235294,0.303922,2
'1. FC Koln','Hannover 96',12,9,S,12,11,0.323529,0.382353,0.294118,0.392157,1
'VfL Wolfsburg','FC Energie Cottbus',12,9,S,1,16,0.617647,0.676471,0.235294,0.294118,1
'VfL Bochum','SV Werder Bremen',12,9,U,14,10,0.205882,0.313725,0.352941,0.441176,1
'Karlsruher SC','Bayer 04 Leverkusen',12,9,U,17,9,0.235294,0.284314,0.411765,0.480392,1
'Hamburger SV','Borussia Dortmund',12,9,S,5,6,0.558824,0.598039,0.441176,0.578431,1
'DSC Arminia Bielefeld','Borussia Monchengladbach',12,9,N,18,15,0.117647,0.27451,0.235294,0.303922,1
'Hertha BSC Berlin','1899 Hoffenheim',12,9,S,4,7,0.558824,0.617647,0.441176,0.539216,1
'FC Schalke 04','FC Bayern Munchen',12,9,N,8,2,0.411765,0.490196,0.588235,0.656863,1
'Eintracht Frankfurt','VfB Stuttgart',12,9,U,13,3,0.235294,0.323529,0.558824,0.627451,1
'Hannover 96','1. FC Koln',12,9,N,11,12,0.294118,0.392157,0.323529,0.382353,2
'FC Energie Cottbus','VfL Wolfsburg',12,9,N,16,1,0.235294,0.294118,0.617647,0.676471,2
'SV Werder Bremen','VfL Bochum',12,9,U,10,14,0.352941,0.441176,0.205882,0.313725,2
'Bayer 04 Leverkusen','Karlsruher SC',12,9,U,9,17,0.411765,0.480392,0.235294,0.284314,2
'Borussia Dortmund','Hamburger SV',12,9,N,6,5,0.441176,0.578431,0.558824,0.598039,2
'Borussia Monchengladbach','DSC Arminia Bielefeld',12,9,S,15,18,0.235294,0.303922,0.117647,0.27451,2
'1899 Hoffenheim','Hertha BSC Berlin',12,9,N,7,4,0.441176,0.539216,0.558824,0.617647,2
'FC Bayern Munchen','FC Schalke 04',12,9,S,2,8,0.588235,0.656863,0.411765,0.490196,2
'VfB Stuttgart','Eintracht Frankfurt',12,9,U,3,13,0.558824,0.627451,0.235294,0.323529,2
'Hannover 96','VfL Bochum',13,9,U,11,14,0.294118,0.392157,0.205882,0.313725,1
'VfB Stuttgart','DSC Arminia Bielefeld',13,9,U,3,18,0.558824,0.627451,0.117647,0.27451,1
'FC Energie Cottbus','Karlsruher SC',13,9,S,16,17,0.235294,0.294118,0.235294,0.284314,1
'Borussia Monchengladbach','FC Bayern Munchen',13,9,U,15,2,0.235294,0.303922,0.588235,0.656863,1
'Borussia Dortmund','Eintracht Frankfurt',13,9,S,6,13,0.441176,0.578431,0.235294,0.323529,1
'Bayer 04 Leverkusen','FC Schalke 04',13,9,S,9,8,0.411765,0.480392,0.411765,0.490196,1
'1899 Hoffenheim','VfL Wolfsburg',13,9,S,7,1,0.441176,0.539216,0.617647,0.676471,1
'Hertha BSC Berlin','Hamburger SV',13,9,S,4,5,0.558824,0.617647,0.558824,0.598039,1
'SV Werder Bremen','1. FC Koln',13,9,S,10,12,0.352941,0.441176,0.323529,0.382353,1
'VfL Bochum','Hannover 96',13,9,U,14,11,0.205882,0.313725,0.294118,0.392157,2
'DSC Arminia Bielefeld','VfB Stuttgart',13,9,U,18,3,0.117647,0.27451,0.558824,0.627451,2
'Karlsruher SC','FC Energie Cottbus',13,9,N,17,16,0.235294,0.284314,0.235294,0.294118,2
'FC Bayern Munchen','Borussia Monchengladbach',13,9,U,2,15,0.588235,0.656863,0.235294,0.303922,2
'Eintracht Frankfurt','Borussia Dortmund',13,9,N,13,6,0.235294,0.323529,0.441176,0.578431,2
'FC Schalke 04','Bayer 04 Leverkusen',13,9,N,8,9,0.411765,0.490196,0.411765,0.480392,2
'VfL Wolfsburg','1899 Hoffenheim',13,9,N,1,7,0.617647,0.676471,0.441176,0.539216,2
'Hamburger SV','Hertha BSC Berlin',13,9,N,5,4,0.558824,0.598039,0.558824,0.617647,2
'1. FC Koln','SV Werder Bremen',13,9,N,12,10,0.323529,0.382353,0.352941,0.441176,2
'Karlsruher SC','Borussia Dortmund',14,9,N,17,6,0.235294,0.284314,0.441176,0.578431,1
'VfL Wolfsburg','VfB Stuttgart',14,9,S,1,3,0.617647,0.676471,0.558824,0.627451,1
'VfL Bochum','Hertha BSC Berlin',14,9,N,14,4,0.205882,0.313725,0.558824,0.617647,1
'1. FC Koln','1899 Hoffenheim',14,9,N,12,7,0.323529,0.382353,0.441176,0.539216,1
'FC Schalke 04','Borussia Monchengladbach',14,9,S,8,15,0.411765,0.490196,0.235294,0.303922,1
'FC Bayern Munchen','FC Energie Cottbus',14,9,S,2,16,0.588235,0.656863,0.235294,0.294118,1
'Eintracht Frankfurt','Hannover 96',14,9,S,13,11,0.235294,0.323529,0.294118,0.392157,1
'DSC Arminia Bielefeld','Bayer 04 Leverkusen',14,9,S,18,9,0.117647,0.27451,0.411765,0.480392,1
'Hamburger SV','SV Werder Bremen',14,9,S,5,10,0.558824,0.598039,0.352941,0.441176,1
'Borussia Dortmund','Karlsruher SC',14,9,S,6,17,0.441176,0.578431,0.235294,0.284314,2
'VfB Stuttgart','VfL Wolfsburg',14,9,N,3,1,0.558824,0.627451,0.617647,0.676471,2
'Hertha BSC Berlin','VfL Bochum',14,9,S,4,14,0.558824,0.617647,0.205882,0.313725,2
'1899 Hoffenheim','1. FC Koln',14,9,S,7,12,0.441176,0.539216,0.323529,0.382353,2
'Borussia Monchengladbach','FC Schalke 04',14,9,N,15,8,0.235294,0.303922,0.411765,0.490196,2
'FC Energie Cottbus','FC Bayern Munchen',14,9,N,16,2,0.235294,0.294118,0.588235,0.656863,2
'Hannover 96','Eintracht Frankfurt',14,9,N,11,13,0.294118,0.392157,0.235294,0.323529,2
'Bayer 04 Leverkusen','DSC Arminia Bielefeld',14,9,N,9,18,0.411765,0.480392,0.117647,0.27451,2
'SV Werder Bremen','Hamburger SV',14,9,N,10,5,0.352941,0.441176,0.558824,0.598039,2
'Hertha BSC Berlin','1. FC Koln',15,9,S,4,12,0.558824,0.617647,0.323529,0.382353,1
'Hannover 96','Karlsruher SC',15,9,S,11,17,0.294118,0.392157,0.235294,0.284314,1
'Borussia Monchengladbach','FC Energie Cottbus',15,9,N,15,16,0.235294,0.303922,0.235294,0.294118,1
